Query,GB_ID,superkingdom,phylum,class,order,family,genus,species,id
ESV_001577,KP653146,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP650514,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP649419,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP652557,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP653142,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,MG048372,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,MG047760,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,GU682642,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP645934,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP652732,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,MG047417,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,MG047282,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP645937,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP653934,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,GU682648,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP648204,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP650174,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,JF887122,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP647425,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP651952,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP651944,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,GU682641,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP650265,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP653537,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,GU682917,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP651025,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP648186,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,MG048796,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP648217,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP654066,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP652790,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP654205,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,MG046086,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,MF808557,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP648415,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,MG047668,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP654601,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,MG048528,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP655618,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP651019,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP646760,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,GU682649,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KY269241,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,GU682645,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,GU682646,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP648978,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,GU682643,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,MG049158,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP650855,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP652791,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP647925,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001577,KP647295,Eukaryota,Arthropoda,Arachnida,Araneae,Miturgidae,Cheiracanthium,Cheiracanthium mildei,100
ESV_001578,KJ378793,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Zale,Zale metatoides,100
ESV_001578,GU694434,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Zale,Zale metatoides,100
ESV_001578,HQ970563,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Zale,Zale metatoides,100
ESV_001578,JN264314,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Zale,Zale metatoides,100
ESV_001578,KJ377822,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Zale,Zale metatoides,100
ESV_001578,JN263679,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Zale,Zale metatoides,100
ESV_001578,GU089325,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Zale,Zale duplicata,100
ESV_001069,AB491642,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Mamiellaceae,Mantoniella,Mantoniella squamata,81.6
ESV_001069,KC663048,Eukaryota,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum girgensohnii,81.6
ESV_001069,KC663043,Eukaryota,Streptophyta,Bryopsida,Funariales,Funariaceae,Funaria,Funaria hygrometrica,81.6
ESV_001069,JF501548,Eukaryota,Streptophyta,Bryopsida,Funariales,Funariaceae,Funaria,Funaria hygrometrica,81.6
ESV_001069,KC663049,Eukaryota,Streptophyta,Sphagnopsida,Sphagnales,Sphagnaceae,Sphagnum,Sphagnum palustre,81.6
ESV_001069,KC663044,Eukaryota,Streptophyta,Bryopsida,Hypnales,Hypnaceae,Callicladium,Callicladium imponens,81
ESV_001069,KC663042,Eukaryota,Streptophyta,Bryopsida,Dicranales,Dicranaceae,Dicranum,Dicranum scoparium,81
ESV_001069,KC663041,Eukaryota,Streptophyta,Bryopsida,Hypnales,Climaciaceae,Climacium,Climacium americanum,81
ESV_001069,KC663036,Eukaryota,Streptophyta,Bryopsida,Bartramiales,Bartramiaceae,Bartramia,Bartramia pomiformis,81
ESV_001069,KC663034,Eukaryota,Streptophyta,Bryopsida,Hypnales,Anomodontaceae,Anomodon,Anomodon attenuatus,81
ESV_001581,GU800572,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Copivaleria,Copivaleria grotei,100
ESV_001581,GU799851,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Copivaleria,Copivaleria grotei,100
ESV_001581,GU800619,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Copivaleria,Copivaleria grotei,100
ESV_001581,GU800604,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Copivaleria,Copivaleria grotei,100
ESV_001581,GU800616,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Copivaleria,Copivaleria grotei,100
ESV_001581,GU800602,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Copivaleria,Copivaleria grotei,100
ESV_001581,GU800529,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Copivaleria,Copivaleria grotei,100
ESV_001581,GU800606,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Copivaleria,Copivaleria grotei,100
ESV_001581,GU800598,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Copivaleria,Copivaleria grotei,100
ESV_001581,GU800607,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Copivaleria,Copivaleria grotei,100
ESV_001581,GU800595,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Copivaleria,Copivaleria grotei,100
ESV_001590,KT257397,Eukaryota,,Oomycetes,,,Haptoglossa,Haptoglossa zoospora,79.8
ESV_001590,KP965744,Eukaryota,,Oomycetes,,,Haptoglossa,Haptoglossa sp. UK,79.8
ESV_001590,KT257388,Eukaryota,,Oomycetes,,Lagenaceae,Lagena,Lagena radicicola,79.8
ESV_001590,EU350524,Eukaryota,,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium jasmonium,79.1
ESV_001582,MH124168,Eukaryota,NA,NA,Longamoebia,Acanthamoebidae,Acanthamoeba,Acanthamoeba sp.,91.4
ESV_001602,HM428349,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU691242,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU691155,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM426599,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU691289,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU690841,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU690834,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU691246,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM426812,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM428091,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU692288,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU691159,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU690718,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM426791,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU690810,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU690838,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU690837,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU691230,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM406272,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM426792,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM426801,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM428103,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM427974,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM426800,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM406264,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU690839,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM428067,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM428105,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM426799,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU691290,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU690719,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU690836,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM428073,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU691294,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM426598,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU690716,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU691162,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,HM428066,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU691156,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU691483,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001602,GU691263,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Protorthodes,Protorthodes alfkenii,100
ESV_001584,KJ381772,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ufeus,Ufeus hulstii,99.4
ESV_001584,KJ392155,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Ufeus,Ufeus hulstii,99.4
ESV_001599,KR100236,Eukaryota,Arthropoda,Arachnida,,,,Arachnida sp. BOLD:ACI5923,82.8
ESV_001599,HQ708184,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684710,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684704,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684716,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684700,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684706,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684705,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684707,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684702,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684720,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684701,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684713,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684711,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684717,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684718,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684703,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684709,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684712,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,HQ708183,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684714,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684719,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KP684708,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001599,KJ654009,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Wilsoniana,Wilsoniana amaranthi,82.2
ESV_001586,MH548280,Eukaryota,Nematoda,Chromadorea,Rhabditida,Rhabdiasidae,Rhabdias,Rhabdias pseudosphaerocephala,87.3
ESV_001588,EU499793,Eukaryota,Rotifera,Bdelloidea,Philodinida,Philodinidae,Macrotrachela,Macrotrachela quadricornifera,90.4
ESV_001591,HM883225,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,Orthocladiinae sp. BBDIQ183-10,95.5
ESV_001591,MF732010,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,Orthocladiinae sp. BIOUG21381-A05,95.5
ESV_001591,MF729523,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,,Orthocladiinae sp. BIOUG21381-B03,95.5
ESV_001591,MF734577,Eukaryota,Arthropoda,Insecta,Diptera,Chironomidae,Thienemanniella,Thienemanniella xena,95.5
ESV_001592,HQ708476,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium aff. polymastum,79.8
ESV_001592,HQ708793,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium polymastum,79.8
ESV_001592,HQ708792,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium polymastum,79.8
ESV_001592,HQ708737,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium megalacanthum,79.8
ESV_001592,HQ708771,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium paroecandrum,79.8
ESV_001592,KT692784,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692769,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692777,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692782,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692766,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692764,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692759,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692772,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,HQ708752,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692780,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692771,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692773,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692760,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692778,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692781,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692765,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692770,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692768,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692762,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692776,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692783,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,HQ708753,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692774,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692767,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692763,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692761,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692785,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692779,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,KT692775,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium nodosum,79.1
ESV_001592,EU350529,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium acanthophoron,79.1
ESV_001592,HQ708460,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Globisporangium,Globisporangium acanthophoron,79.1
ESV_001592,KP691357,Eukaryota,NA,,Arcellinida,Hyalospheniidae,Nebela,Nebela flabellulum,79.1
ESV_001592,EU350524,Eukaryota,NA,Oomycetes,Pythiales,Pythiaceae,Pythium,Pythium jasmonium,79.1
ESV_001596,KF631389,Eukaryota,,Glaucocystophyceae,,Cyanophoraceae,Cyanophora,Cyanophora paradoxa,79.1
ESV_001596,KM198930,Eukaryota,,Glaucocystophyceae,,Cyanophoraceae,Cyanophora,Cyanophora paradoxa,79.1
ESV_000418,KP691357,Eukaryota,NA,,Arcellinida,Hyalospheniidae,Nebela,Nebela flabellulum,73
ESV_000418,JX682590,Eukaryota,NA,,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta,73
ESV_000418,JX682589,Eukaryota,NA,,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta,73
ESV_000418,JX682594,Eukaryota,NA,,Arcellinida,Hyalospheniidae,Nebela,Nebela tincta,73
ESV_001595,KR100236,Eukaryota,Arthropoda,Arachnida,,,,Arachnida sp. BOLD:ACI5923,80.4
ESV_001593,KP684719,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001593,KP684717,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001593,KP684718,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001593,KP684711,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001593,HQ708183,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001593,KP684716,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001593,KP684714,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001593,KP684703,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001593,KP684701,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001593,KP684713,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001593,KP684710,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001593,KP684706,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001593,KP684702,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001593,KP684707,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001593,KP684709,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
ESV_001593,KP684708,Eukaryota,,Oomycetes,Albuginales,Albuginaceae,Albugo,Albugo candida,82.2
