"Query","GB_ID","taxid","superkingdom","phylum","class","order","family","genus","species","id"
"ESV_004407","KJ390966",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","JF842628",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","KJ392973",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","KJ392528",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","KM540820",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","MG364141",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","KJ385552",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","KM554342",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","KM553975",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","MG363584",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","KM549757",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","KT138672",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","KR455805",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","MG362389",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","JN301558",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","KJ382622",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","MG465501",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","KU874154",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_004407","KJ386519",214066,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea alia",100
"ESV_001658","KM567426",1252994,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Messa","Messa sp. BOLD:AAG3522",97.5
"ESV_004406","KM553206",1681440,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria sp. BOLD:AAA5470",99.4
"ESV_004406","KM545650",1681440,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria sp. BOLD:AAA5470",99.4
"ESV_004406","HQ682839",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HM862894",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HM863160",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HM865537",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KT134010",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","FJ412376",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","FJ412374",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KM548677",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KM553829",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","JF853099",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","JF852818",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HQ682838",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HQ682832",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KU874845",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HM865997",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KT147250",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HQ682843",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HQ682844",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HQ682842",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KT145546",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HM863311",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HQ682830",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KM540615",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HM865995",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HM866838",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KT136290",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KT131092",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HQ682833",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HM866449",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HQ682845",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HM863310",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HQ682840",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HM865068",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KM545132",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HM865263",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HQ682841",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HQ682836",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KM541973",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","DQ247735",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HQ682834",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KM543563",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","JF853095",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HQ682831",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HM862895",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HM865725",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HQ682835",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KM540674",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KT131149",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","DQ247734",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HQ682837",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HM863158",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KT138184",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","HM863086",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","FJ412375",357114,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria reniculelloides",99.4
"ESV_004406","KM548099",360021,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria pseudotsugella",99.4
"ESV_004406","KM548700",360021,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria pseudotsugella",99.4
"ESV_004406","KM539395",360021,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria pseudotsugella",99.4
"ESV_004406","KM549182",360021,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria pseudotsugella",99.4
"ESV_004406","KM542543",360021,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria pseudotsugella",99.4
"ESV_004406","KM547899",360021,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Pyralidae","Dioryctria","Dioryctria pseudotsugella",99.4
"ESV_004409","HM374264",1577616,"Eukaryota","Arthropoda","Insecta","Diptera","Ephydridae","Cirrula","Cirrula hians",98.7
"ESV_004412","MF921352",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","JF846766",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KF492348",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KM541639",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428451",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HQ927768",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428457",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KM541783",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428473",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HQ930396",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KF492346",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KM548053",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428522",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428540",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","MF921064",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KM551805",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KM540920",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KX281199",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","MF921612",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428458",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","GU694559",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KJ389974",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM426786",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KM552416",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428570",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HQ985643",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM388089",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","GU694562",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","JN284018",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428475",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","JN284016",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM427959",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","MF921551",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KJ387153",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","MF921171",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428450",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KJ387803",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428478",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","MF921129",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","MF920668",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","MF922177",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428098",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM426784",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM426785",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","MF921824",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","GU691232",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KM553115",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HQ572850",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428456",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM427970",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KM541748",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428452",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM427965",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428481",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428569",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428455",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KT141939",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KJ384527",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428443",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428438",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428454",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","MF920530",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428441",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KM547640",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","MG465296",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428236",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428448",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KM550862",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428524",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KM548370",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM427958",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KJ391521",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","KJ383781",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428453",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","JF846747",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HM428460",320027,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Noctuidae","Euxoa","Euxoa auxiliaris",99.4
"ESV_004412","HQ960036",831433,"Eukaryota","Arthropoda","Insecta","Lepidoptera","","","Lepidoptera sp. BOLD:AAA2634",99.4
"ESV_004408","KR887566",884586,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Euura","Euura oligospila",100
"ESV_004408","MG374161",884586,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","Euura","Euura oligospila",100
"ESV_004408","KM565087",1670249,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","","Tenthredinidae sp. BOLD:ACN0565",100
"ESV_004408","KM558310",1670249,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","","Tenthredinidae sp. BOLD:ACN0565",100
"ESV_004408","KM559700",1670249,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","","Tenthredinidae sp. BOLD:ACN0565",100
"ESV_004408","KM558764",1670249,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","","Tenthredinidae sp. BOLD:ACN0565",100
"ESV_004408","KM560636",1670249,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","","Tenthredinidae sp. BOLD:ACN0565",100
"ESV_004408","KM556539",1670249,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","","Tenthredinidae sp. BOLD:ACN0565",100
"ESV_004408","KM559815",1670249,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","","Tenthredinidae sp. BOLD:ACN0565",100
"ESV_004408","KM568698",1670249,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","","Tenthredinidae sp. BOLD:ACN0565",100
"ESV_004408","KM558888",1670249,"Eukaryota","Arthropoda","Insecta","Hymenoptera","Tenthredinidae","","Tenthredinidae sp. BOLD:ACN0565",100
"ESV_004419","KJ377980",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ376161",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ374845",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ375351",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ375110",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ380154",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ375907",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ378982",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ375173",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ376245",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ379003",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ378061",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ375950",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ374913",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ378248",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ378945",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ380442",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ379671",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ378781",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
"ESV_004419","KJ378553",214335,"Eukaryota","Arthropoda","Insecta","Lepidoptera","Erebidae","Renia","Renia flavipunctalis",96.8
