TestId,ESVId,Kingdom,Phylum,Class,Order,Family,Genus,Species,Accession,PercMatch
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna unipuncta,JX282452,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania sp. humidicolaDHJ02,JQ579142,98.7
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania sp. BioLep03,JQ568341,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania sp. BioLep10,JQ566236,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania sp. Poole03,JQ563170,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania sp. humidicolaDHJ02,JQ556913,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania sp. BioLep09,JQ556252,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania sp. humidicolaDHJ02,JQ543056,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna convecta,JN988543,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania stolata,JN272394,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,JN272087,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna loreyi,JF858024,98.7
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania inconspicua,JF857036,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania infatuans,JF855865,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania solita,JF855859,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania incognita,JF855842,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania calidior,JF855130,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna pudorina,JF854597,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna turca,JF853881,98.7
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna turca,JF415604,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania phragmitidicola,HQ985415,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna formosana,HQ951085,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna consanguis,HQ951053,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna turca,HM902076,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,,,HM893215,98.7
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna turca,HM874987,98.7
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania stolata,HM428442,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania joannisi,HM422869,98.7
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania pseudargyria,HM414852,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Saturniidae,Automeris,Automeris claryi,HM383319,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania farcta,GU803639,98.7
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania farcta,GU802547,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,GU696966,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania pseudargyria,GU669214,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania inermis,GU094614,98.7
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Leucania,Leucania multilinea,GU094014,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna phaea,GU073227,98.7
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna curvula,GU073225,98.1
ArthCOI,ESV_088989,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Mythimna,Mythimna pseudoloreyi,GQ353296,98.1
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes lapponicus,MW473970,98.7
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG10665-C07,MG473593,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG11602-H11,MG170977,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG16105-G12,MG170927,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG11603-E11,MG169557,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG22952-F07,MG168975,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG22952-B05,MG168793,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,,,MG166008,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,,,MG165825,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,,,MG165640,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG22952-F08,MG165291,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG21051-A11,MG164639,98.7
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-F07,MF838535,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-C06,MF838471,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG06803-A04,MF837128,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-B10,MF836928,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-G06,MF835371,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-E08,MF834026,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG14109-H09,MF833564,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG03600-B11,MF832071,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG06803-A08,MF831624,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-E04,MF830577,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG17901-D07,MF830414,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-C05,MF829909,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-E07,MF829312,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG14233-B07,MF828659,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BOLD-2016,KR981220,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes lapponicus,KR395481,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,,,KP045348,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDCQ010-10,JF869361,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDCQ006-10,JF869357,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDCQ005-10,JF869356,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDCQ004-10,JF869355,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDCQ002-10,JF869353,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDCP993-10,JF869345,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes aberrantis,HQ974850,98.7
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BOLD:AAB5561,HQ944946,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDEC253-09,GU689920,99.4
ArthCOI,ESV_041862,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDEC027-09,GU689832,99.4
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG10665-C07,MG473593,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG11602-H11,MG170977,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG16105-G12,MG170927,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG11603-E11,MG169557,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG22952-F07,MG168975,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG22952-B05,MG168793,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,,,MG166008,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,,,MG165825,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,,,MG165640,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG22952-F08,MG165291,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-F07,MF838535,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-C06,MF838471,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG06803-A04,MF837128,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-B10,MF836928,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-G06,MF835371,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-E08,MF834026,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG14109-H09,MF833564,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG03600-B11,MF832071,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG06803-A08,MF831624,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-E04,MF830577,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG17901-D07,MF830414,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-C05,MF829909,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG04177-E07,MF829312,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BIOUG14233-B07,MF828659,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BOLD-2016,KR981220,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes lapponicus,KR395481,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,,,KP045348,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDCQ010-10,JF869361,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDCQ006-10,JF869357,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDCQ005-10,JF869356,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDCQ004-10,JF869355,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDCQ002-10,JF869353,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDCP993-10,JF869345,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BOLD:AAB5561,HQ944946,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDEC253-09,GU689920,100
ArthCOI,ESV_004637,Eukaryota,Arthropoda,Insecta,Diptera,Syrphidae,Eupeodes,Eupeodes sp. BBDEC027-09,GU689832,100
ArthCOI,ESV_004439,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Pristiphora,Pristiphora subbifida,KY698125,98.7
ArthCOI,ESV_004439,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Pristiphora,Pristiphora subbifida,JN289028,99.4
ArthCOI,ESV_004352,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Fenusa,Fenusa sp. BIOUG30443-G06,MG383246,100
ArthCOI,ESV_004352,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Fenusa,Fenusa sp. BIOUG30456-G09,MG380996,100
ArthCOI,ESV_004352,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Fenusa,Fenusa sp. BIOUG30448-G07,MG379372,100
ArthCOI,ESV_004352,Eukaryota,Arthropoda,Insecta,Hymenoptera,,,,KM997688,100
ArthCOI,ESV_004352,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Fenusa,Fenusa sp. ASGLE409-10,JN289037,100
ArthCOI,ESV_004352,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Fenusa,Fenusa sp. BOLD:AAN7643,HQ929693,100
ArthCOI,ESV_004333,Eukaryota,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Pristiphora,Pristiphora subbifida,JN289028,100
ArthCOI,ESV_001912,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Boettgerillidae,Boettgerilla,Boettgerilla pallens,OK043840,100
ArthCOI,ESV_001912,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,Oxychilus sp. USCM6301,MF983383,100
ArthCOI,ESV_001912,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,Oxychilus sp. USCM6300,MF983382,100
ArthCOI,ESV_001912,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,Oxychilus sp. USCM6299,MF983381,100
ArthCOI,ESV_001912,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,Oxychilus sp. USCM6298,MF983380,100
ArthCOI,ESV_001912,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,Oxychilus sp. USCM6297,MF983379,100
ArthCOI,ESV_001912,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,Oxychilus sp. USCM5145,MF983342,100
ArthCOI,ESV_001912,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,Oxychilus sp. USCM5144,MF983341,100
ArthCOI,ESV_001912,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,Oxychilus sp. USCM5070,MF983333,100
ArthCOI,ESV_001912,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,Oxychilus sp. USCM5066,MF983329,100
ArthCOI,ESV_001912,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,Oxychilus sp. USCM5063,MF983326,100
ArthCOI,ESV_001912,Eukaryota,Mollusca,Gastropoda,Stylommatophora,Oxychilidae,Oxychilus,Oxychilus draparnaudi,JX911306,100
ArthCOI,ESV_001597,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Cinara,Cinara pruinosa,KR343666,100
ArthCOI,ESV_001597,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Cinara,Cinara pruinosa,KR038492,100
ArthCOI,ESV_001597,Eukaryota,Arthropoda,Insecta,Hemiptera,Aphididae,Cinara,Cinara cf. obscura/pallidipes 3230,KP869188,100
ArthCOI,ESV_001577,Eukaryota,Arthropoda,Arachnida,Araneae,Cheiracanthiidae,Cheiracanthium,Cheiracanthium mildei,MG048521,100
ArthCOI,ESV_001577,Eukaryota,Arthropoda,Arachnida,Araneae,Cheiracanthiidae,Cheiracanthium,Cheiracanthium mildei,MG047409,100
ArthCOI,ESV_001577,Eukaryota,Arthropoda,Arachnida,Araneae,Cheiracanthiidae,Cheiracanthium,Cheiracanthium mildei,KP654451,100
ArthCOI,ESV_001577,Eukaryota,Arthropoda,Arachnida,Araneae,Cheiracanthiidae,Cheiracanthium,Cheiracanthium mildei,DQ127387,100
ArthCOI,ESV_097887,Eukaryota,Arthropoda,Insecta,Diptera,,,,MZ129035,98.7
ArthCOI,ESV_097887,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Lypha,Lypha sp. BIOUG01459-C04,MG164903,98.1
ArthCOI,ESV_097887,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Lypha,Lypha dubia,KX844282,98.7
ArthCOI,ESV_097887,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Lypha,Lypha dubia,KX844187,98.1
ArthCOI,ESV_097887,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Lypha,Lypha sp. BOLD-2016,KR980071,98.1
ArthCOI,ESV_097887,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Lypha,Lypha sp. JSDIP605-10,JF873511,98.1
ArthCOI,ESV_097887,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Lypha,Lypha fumipennis,HQ107429,98.1
ArthCOI,ESV_097886,Eukaryota,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Zelleria,Zelleria haimbachi,KT130249,99.4
ArthCOI,ESV_097886,Eukaryota,Arthropoda,Insecta,Lepidoptera,Yponomeutidae,Zelleria,Zelleria haimbachi,KM552330,98.7
ArthCOI,ESV_097885,Eukaryota,Arthropoda,Insecta,Diptera,,,,MZ129035,100
ArthCOI,ESV_097885,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Lypha,Lypha dubia,KX844282,100
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Tortricidae,,,OM575339,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Depressariidae,Antaeotricha,Antaeotricha sp.,OM547909,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euxoa,Euxoa comosa,MF922284,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euxoa,Euxoa comosa,MF921356,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Palthis,Palthis asopialis,MF130558,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Renia,Renia flavipunctalis,MF126964,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euxoa,Euxoa recussa,KX049624,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,Laccophilus ponticus,KU918984,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Renia,Renia flavipunctalis,KR445713,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Micrurapteryx,Micrurapteryx occulta,KM541048,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Renia,Renia flavipunctalis,KJ380339,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Renia,Renia flavipunctalis,KJ379464,94.9
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Renia,Renia flavipunctalis,KJ376228,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Gyrtona,Gyrtona sp. BOLD:AAI6410,KF491777,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Gracillariidae,,,KF460901,94.9
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Helicoverpa,Helicoverpa armigera,KF153749,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Eulepidotis,Eulepidotis sp. BioLep05,JQ552796,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,JQ547389,94.9
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,,,JN304346,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Lophocampa,Lophocampa sp. JAT02,JN262779,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Coleoptera,Dytiscidae,Laccophilus,Laccophilus poecilus,JF889435,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euxoa,Euxoa recussa,JF854055,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,JF844781,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,HQ966866,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Noctuidae,Euxoa,Euxoa comosa group sp. 1 BOLD:AAA2634,HM868658,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,,,,HM409296,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Lophocampa,Lophocampa sp. modestaDHJ01,GU147575,94.3
ArthCOI,ESV_097884,Eukaryota,Arthropoda,Insecta,Lepidoptera,Erebidae,Catocala,Catocala cerogama,GU090958,94.3
ArthCOI,ESV_097882,Eukaryota,Arthropoda,Insecta,Diptera,Tachinidae,Phytomyptera,Phytomyptera sp. BIOUG21538-H09,MF834379,99.4
ArthCOI,ESV_097881,Eukaryota,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Callophrys,Callophrys eryphon,OP430992,100
ArthCOI,ESV_097881,Eukaryota,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Callophrys,Callophrys sp. 1 x sp. 3 NAS-2022a,OM641843,100
ArthCOI,ESV_097881,Eukaryota,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Callophrys,Callophrys sp. 3 NAS-2022a,OM630555,100
ArthCOI,ESV_097881,Eukaryota,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Callophrys,Callophrys sp. BOLD-2016,KT143194,100
ArthCOI,ESV_097881,Eukaryota,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Callophrys,Callophrys eryphon,JN286141,100
